                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    105,               0.026189,               0.014575,               0.030928,              0.0012908,                0.88824,                0.90723,                0.92585,                 0.6279,                0.88824,                0.90723,                0.92585,                0.61192,               0.027588,                0.01226,               0.015609,              0.0017876,                0.00532,                0.00532,                0.00532
                    106,               0.028915,               0.012541,               0.028556,              0.0012206,                0.85379,                 0.8239,                0.90625,                0.70302,                0.85379,                 0.8239,                0.90625,                 0.6816,               0.021656,               0.012459,               0.014149,              0.0018398,               0.005275,               0.005275,               0.005275
                    107,               0.025829,               0.013709,               0.030421,              0.0012498,                0.86381,                0.90723,                0.94972,                 0.6677,                0.86381,                0.90723,                0.94972,                0.64695,               0.025573,                0.01217,               0.014726,              0.0017335,                0.00523,                0.00523,                0.00523
                    108,               0.029957,                 0.0141,                0.03269,              0.0012092,                0.93311,                0.90723,                0.97055,                0.76744,                0.93311,                0.90723,                0.97055,                0.73288,               0.023625,               0.012109,               0.014576,              0.0016161,               0.005185,               0.005185,               0.005185
                    109,               0.029964,               0.013198,               0.030697,              0.0012942,                0.98322,                0.90723,                0.97058,                0.73892,                0.98322,                0.90723,                0.97058,                0.68275,               0.026511,               0.012217,               0.014855,              0.0016607,                0.00514,                0.00514,                0.00514
                    110,                0.02825,               0.014976,               0.031204,              0.0013714,                0.99087,                0.96033,                0.99063,                 0.7047,                0.99087,                0.96033,                0.99063,                0.66754,               0.022115,               0.012194,               0.014422,              0.0017427,               0.005095,               0.005095,               0.005095
                    111,               0.028604,               0.014177,               0.029458,              0.0012621,                0.84381,                0.96413,                0.95635,                0.69939,                0.84381,                0.96413,                0.95635,                 0.6809,                0.02353,               0.012669,               0.014676,              0.0018208,                0.00505,                0.00505,                0.00505
                    112,               0.026333,               0.013757,               0.027621,              0.0012375,                0.90296,                 0.8239,                0.94437,                0.66887,                0.90296,                 0.8239,                0.94437,                0.66594,               0.026333,               0.012436,               0.015313,              0.0016409,               0.005005,               0.005005,               0.005005
                    113,               0.028695,               0.016114,               0.032029,              0.0013447,                0.93714,                 0.8239,                0.94004,                0.63788,                0.93714,                 0.8239,                0.94004,                0.58572,               0.018779,               0.012498,               0.013973,               0.001846,                0.00496,                0.00496,                0.00496
                    114,               0.024968,                0.01581,               0.033853,              0.0013832,                0.96997,                 0.8239,                0.90057,                0.62168,                0.96997,                 0.8239,                0.90057,                0.60547,               0.034432,               0.012473,               0.016444,              0.0018767,               0.004915,               0.004915,               0.004915
                    115,               0.030307,                 0.0145,               0.032739,              0.0012946,                 0.9913,                 0.8191,                0.89535,                0.64152,                 0.9913,                 0.8191,                0.89535,                 0.5974,               0.021229,               0.012838,               0.013932,              0.0019141,                0.00487,                0.00487,                0.00487
                    116,               0.026096,               0.015358,                0.03192,              0.0013028,                0.98079,                0.80997,                0.88697,                0.60462,                0.98079,                0.80997,                0.88697,                 0.5583,               0.023563,               0.012546,               0.014602,              0.0019022,               0.004825,               0.004825,               0.004825
                    117,               0.027348,               0.013928,               0.028411,              0.0013462,                0.77913,                 0.8239,                0.88554,                0.63844,                0.77913,                 0.8239,                0.88554,                0.57231,               0.021575,               0.012834,               0.014021,              0.0019777,                0.00478,                0.00478,                0.00478
                    118,               0.027752,               0.016008,               0.032038,              0.0013393,                0.79241,                 0.8239,                0.89152,                0.66537,                0.79241,                 0.8239,                0.89152,                0.60932,               0.019517,               0.012612,               0.013399,              0.0018994,               0.004735,               0.004735,               0.004735
                    119,               0.026019,               0.013787,                0.02866,              0.0013171,                0.76191,                 0.8239,                0.82413,                  0.621,                0.76191,                 0.8239,                0.82413,                0.58933,               0.020451,               0.012683,               0.013865,               0.001897,                0.00469,                0.00469,                0.00469
                    120,               0.026411,               0.013093,               0.029247,              0.0013193,                0.80548,                0.82131,                0.82516,                0.65267,                0.80548,                0.82131,                0.82516,                0.57396,               0.022542,               0.012373,               0.013949,              0.0018551,               0.004645,               0.004645,               0.004645
                    121,               0.023683,               0.012979,               0.026388,              0.0011612,                0.76279,                0.74057,                0.79287,                0.61258,                0.76279,                0.74057,                0.79287,                0.55924,               0.026975,               0.012246,               0.014639,              0.0018135,                 0.0046,                 0.0046,                 0.0046
                    122,               0.026327,               0.012845,               0.030621,              0.0011363,                0.80119,                0.78377,                0.80293,                0.67688,                0.80119,                0.78377,                0.80293,                 0.5947,               0.017157,               0.012222,               0.012314,              0.0018334,               0.004555,               0.004555,               0.004555
                    123,               0.021796,               0.011916,               0.026037,              0.0010993,                0.75999,                0.73267,                 0.7432,                 0.5548,                0.75999,                0.73267,                 0.7432,                0.49982,                0.03058,                0.01254,               0.015479,              0.0018689,                0.00451,                0.00451,                0.00451
                    124,               0.027087,               0.012562,               0.026594,              0.0011994,                0.80014,                0.80325,                0.82202,                0.67699,                0.80014,                0.80325,                0.82202,                0.63617,               0.020922,               0.012506,               0.013415,              0.0018934,               0.004465,               0.004465,               0.004465
                    125,               0.025459,               0.013403,               0.026743,              0.0011296,                0.81453,                0.74057,                 0.8158,                0.68796,                0.81453,                0.74057,                 0.8158,                0.61209,               0.021768,               0.012261,               0.013302,              0.0018854,                0.00442,                0.00442,                0.00442
                    126,               0.025452,               0.013491,               0.027122,              0.0011849,                0.65872,                 0.5739,                0.63056,                0.53382,                0.65872,                 0.5739,                0.63056,                0.45994,               0.019827,               0.012722,               0.013598,              0.0019083,               0.004375,               0.004375,               0.004375
                    127,               0.025343,               0.013785,               0.029198,              0.0011726,                0.54139,                 0.5276,                0.56822,                0.46231,                0.54139,                 0.5276,                0.56822,                0.42573,               0.021624,               0.012735,               0.014076,              0.0019128,                0.00433,                0.00433,                0.00433
                    128,               0.024745,               0.014235,               0.028318,              0.0011427,                0.99818,                0.49057,                0.53356,                 0.4475,                0.99818,                0.49057,                0.53356,                0.39943,               0.020792,               0.012639,               0.013949,              0.0019512,               0.004285,               0.004285,               0.004285
                    129,               0.025118,               0.013787,                0.02965,              0.0011714,                 0.9984,                0.49057,                0.54523,                0.46469,                 0.9984,                0.49057,                0.54523,                 0.3964,               0.018753,               0.012759,               0.013814,              0.0019497,                0.00424,                0.00424,                0.00424
                    130,               0.023438,               0.013396,               0.025949,               0.001263,                0.75382,                 0.8239,                0.75577,                0.58446,                0.75382,                 0.8239,                0.75577,                0.56181,               0.023858,               0.012503,               0.014514,              0.0018619,               0.004195,               0.004195,               0.004195
                    131,               0.025337,               0.014268,               0.030213,              0.0011901,                0.87112,                  0.801,                0.84394,                0.70728,                0.87112,                  0.801,                0.84394,                0.62814,               0.017264,               0.012449,                0.01296,              0.0018487,                0.00415,                0.00415,                0.00415
                    132,               0.024066,               0.013077,               0.026504,               0.001194,                0.88593,                0.87734,                0.93642,                0.77807,                0.88593,                0.87734,                0.93642,                  0.739,               0.020373,                0.01249,               0.013686,              0.0018287,               0.004105,               0.004105,               0.004105
                    133,               0.022641,               0.013666,               0.027783,              0.0011731,                0.89774,                0.90448,                0.92585,                0.70716,                0.89774,                0.90448,                0.92585,                0.66156,               0.022122,               0.012309,               0.014013,              0.0017258,                0.00406,                0.00406,                0.00406
                    134,               0.025206,               0.012238,               0.026193,              0.0011048,                0.85571,                 0.8239,                0.90161,                0.73605,                0.85571,                 0.8239,                0.90161,                0.68526,               0.016543,               0.012346,               0.012478,              0.0016967,               0.004015,               0.004015,               0.004015
                    135,               0.022138,               0.012633,               0.025415,              0.0011435,                  0.787,                0.90723,                0.93013,                0.81781,                  0.787,                0.90723,                0.93013,                0.75629,               0.019852,               0.012657,               0.013494,              0.0016786,                0.00397,                0.00397,                0.00397
                    136,                0.02393,               0.012243,                0.02639,              0.0011229,                0.77619,                0.90723,                0.89028,                0.81003,                0.77619,                0.90723,                0.89028,                0.72759,               0.015945,               0.012713,               0.012199,              0.0016998,               0.003925,               0.003925,               0.003925
                    137,               0.020017,               0.012048,               0.027033,              0.0010525,                0.77131,                0.83589,                 0.8646,                 0.7882,                0.77131,                0.83589,                 0.8646,                0.69632,               0.020647,               0.012761,               0.013054,              0.0016923,                0.00388,                0.00388,                0.00388
                    138,               0.023758,               0.014266,               0.027194,              0.0010446,                0.69964,                0.74057,                0.82802,                0.71014,                0.69964,                0.74057,                0.82802,                0.63683,               0.018513,               0.012411,               0.012533,              0.0017058,               0.003835,               0.003835,               0.003835
                    139,               0.021998,               0.011824,               0.026881,              0.0010315,                 0.7517,                0.79274,                0.77378,                0.62088,                 0.7517,                0.79274,                0.77378,                0.57068,               0.022111,               0.012383,                 0.0131,              0.0016595,                0.00379,                0.00379,                0.00379
                    140,               0.023444,                0.01274,               0.026501,              0.0010331,                0.70467,                0.74057,                0.76128,                0.63417,                0.70467,                0.74057,                0.76128,                 0.5685,               0.017324,               0.012338,               0.012197,              0.0016603,               0.003745,               0.003745,               0.003745
                    141,               0.024235,               0.014901,               0.028722,              0.0012573,                0.73136,                0.73952,                0.74503,                0.63095,                0.73136,                0.73952,                0.74503,                0.55755,               0.017427,               0.012437,               0.013081,              0.0016864,                 0.0037,                 0.0037,                 0.0037
                    142,               0.022155,               0.013358,                0.02986,              0.0010661,                0.79006,                0.90723,                0.86785,                0.70277,                0.79006,                0.90723,                0.86785,                0.63936,               0.020494,                0.01217,               0.013209,              0.0016815,               0.003655,               0.003655,               0.003655
                    143,               0.023985,                0.01299,               0.027568,              0.0010188,                0.84992,                0.93658,                0.90105,                0.79047,                0.84992,                0.93658,                0.90105,                0.71715,               0.015422,               0.012279,               0.011705,              0.0016444,                0.00361,                0.00361,                0.00361
                    144,               0.021503,               0.014587,               0.028565,              0.0011128,                0.87814,                0.90723,                0.88898,                0.79057,                0.87814,                0.90723,                0.88898,                0.72364,               0.020134,               0.011916,               0.012665,              0.0016393,               0.003565,               0.003565,               0.003565
                    145,               0.022012,               0.013141,               0.026542,              0.0010514,                0.84088,                0.90723,                0.89437,                0.77865,                0.84088,                0.90723,                0.89437,                 0.6901,               0.016076,               0.011758,               0.012224,              0.0016634,                0.00352,                0.00352,                0.00352
                    146,               0.019127,               0.013028,               0.023685,              0.0010763,                 0.8606,                0.81324,                0.87504,                0.74022,                 0.8606,                0.81324,                0.87504,                0.68499,               0.020255,               0.012073,               0.013338,              0.0016644,               0.003475,               0.003475,               0.003475
                    147,               0.022798,               0.012627,               0.027552,               0.001009,                0.79314,                0.99057,                0.86627,                0.70514,                0.79314,                0.99057,                0.86627,                0.62495,               0.019422,               0.011978,               0.013114,              0.0016565,                0.00343,                0.00343,                0.00343
                    148,               0.022676,               0.011122,               0.023291,              0.0009318,                0.77144,                 0.8239,                0.81466,                0.68794,                0.77144,                 0.8239,                0.81466,                0.62825,               0.018769,               0.011981,               0.012592,              0.0016804,               0.003385,               0.003385,               0.003385
                    149,               0.020554,               0.011954,               0.024314,             0.00095888,                0.88902,                0.90723,                0.96402,                 0.8017,                0.88902,                0.90723,                0.95433,                0.72411,               0.018552,               0.011862,               0.012346,              0.0017437,                0.00334,                0.00334,                0.00334
                    150,               0.022934,                0.01214,               0.025448,              0.0011329,                0.90862,                0.90723,                0.97068,                 0.8419,                0.90862,                0.90723,                0.97068,                0.73404,               0.018014,               0.011782,               0.012256,              0.0017415,               0.003295,               0.003295,               0.003295
                    151,               0.021034,               0.012152,               0.025804,               0.001042,                0.93104,                0.90723,                0.96404,                0.83417,                0.93104,                0.90723,                0.96404,                0.74706,               0.018624,               0.011703,               0.012316,              0.0017274,                0.00325,                0.00325,                0.00325
                    152,               0.020512,               0.011781,               0.024551,             0.00088787,                0.95452,                0.90723,                0.95068,                0.86108,                0.95452,                0.90723,                0.95068,                0.76337,               0.017007,               0.011664,               0.011644,              0.0017483,               0.003205,               0.003205,               0.003205
                    153,               0.020256,               0.013256,               0.025765,              0.0010786,                0.96895,                0.90723,                0.97066,                0.85721,                0.96895,                0.90723,                0.97066,                0.78814,               0.018686,               0.012076,               0.012307,              0.0018125,                0.00316,                0.00316,                0.00316
                    154,               0.022778,               0.013917,               0.025645,              0.0010483,                0.91846,                0.97317,                0.97924,                0.91365,                0.91846,                0.97317,                0.97924,                0.83101,               0.017854,               0.012083,               0.011791,              0.0017833,               0.003115,               0.003115,               0.003115
                    155,               0.019974,               0.013983,               0.027989,             0.00096661,                0.91814,                0.97205,                0.97928,                0.85686,                0.91814,                0.97205,                0.97928,                0.80847,                0.01969,               0.012045,               0.012293,              0.0018187,                0.00307,                0.00307,                0.00307
                    156,               0.020916,               0.011752,               0.026309,             0.00090734,                0.91814,                0.97346,                0.97927,                0.85866,                0.91814,                0.97346,                0.97927,                0.79196,               0.016755,               0.012023,                0.01156,              0.0018063,               0.003025,               0.003025,               0.003025
                    157,               0.021156,                0.01255,               0.024704,              0.0010071,                0.91755,                0.97345,                0.97926,                0.88355,                0.91755,                0.97345,                0.97926,                0.79031,               0.014883,               0.012159,               0.011069,              0.0018394,                0.00298,                0.00298,                0.00298
                    158,               0.019217,                0.01292,               0.023875,             0.00096051,                0.91897,                0.97507,                0.97922,                 0.8878,                0.91897,                0.97507,                0.97922,                0.81223,               0.016864,               0.012165,               0.011405,              0.0017893,               0.002935,               0.002935,               0.002935
                    159,               0.021429,               0.012242,               0.026781,              0.0010311,                0.91964,                0.97994,                0.97927,                0.88483,                0.91964,                0.97994,                0.97927,                0.82291,               0.016017,               0.012158,               0.011186,              0.0017599,                0.00289,                0.00289,                0.00289
                    160,               0.018866,               0.012813,                0.02618,              0.0010162,                0.92091,                0.98324,                0.97927,                0.87247,                0.92091,                0.98324,                0.97927,                0.81014,               0.019103,               0.012069,               0.012346,              0.0017174,               0.002845,               0.002845,               0.002845
                    161,               0.020261,               0.012327,               0.024099,              0.0010569,                0.92008,                0.98302,                0.97927,                  0.868,                0.92008,                0.98302,                0.97927,                0.79209,               0.014544,                0.01201,               0.011205,              0.0017013,                 0.0028,                 0.0028,                 0.0028
                    162,               0.017901,               0.012888,                0.02464,              0.0009091,                0.92189,                 0.9875,                0.97925,                0.83425,                0.92189,                 0.9875,                0.97925,                0.74099,               0.018282,               0.012016,               0.011951,              0.0016666,               0.002755,               0.002755,               0.002755
                    163,               0.020277,               0.013702,               0.027146,             0.00088197,                0.92019,                0.98604,                0.97924,                0.84361,                0.92019,                0.98604,                0.97924,                0.78838,                0.01626,               0.012085,               0.011171,               0.001664,                0.00271,                0.00271,                0.00271
                    164,               0.020306,               0.012826,               0.024404,              0.0010109,                0.91746,                0.98426,                 0.9792,                0.81182,                0.91746,                0.98426,                 0.9792,                 0.7553,               0.017202,               0.012029,               0.011521,              0.0016607,               0.002665,               0.002665,               0.002665
                    165,               0.018479,               0.012852,               0.024556,             0.00087368,                0.91777,                 0.9774,                0.96707,                0.80303,                0.91777,                 0.9774,                0.96707,                0.74294,               0.016881,               0.012027,               0.011928,              0.0017184,                0.00262,                0.00262,                0.00262
                    166,               0.020115,               0.012108,               0.024488,             0.00087211,                0.91464,                0.97783,                0.97917,                0.88565,                0.91464,                0.97783,                0.97917,                0.79699,               0.014852,               0.011948,               0.011415,              0.0017254,               0.002575,               0.002575,               0.002575
                    167,               0.018962,               0.013304,                0.02393,             0.00092661,                0.85662,                0.99057,                  0.929,                0.85783,                0.85662,                0.99057,                  0.929,                0.80132,               0.016238,                0.01181,               0.011992,              0.0017347,                0.00253,                0.00253,                0.00253
                    168,               0.019087,               0.012771,               0.024047,             0.00085834,                0.89736,                0.99057,                0.95495,                0.83821,                0.89736,                0.99057,                0.95495,                 0.7716,               0.014344,               0.011703,               0.011294,              0.0017139,               0.002485,               0.002485,               0.002485
                    169,               0.019093,               0.013285,               0.026185,             0.00098972,                0.91003,                0.99057,                0.94356,                0.86628,                0.91003,                0.99057,                0.94356,                0.78256,               0.013742,               0.011877,               0.010807,              0.0017093,                0.00244,                0.00244,                0.00244
                    170,               0.019332,               0.012651,               0.025096,              0.0009339,                0.91859,                 0.9768,                0.94349,                0.81178,                0.91859,                 0.9768,                0.94349,                 0.7365,               0.014638,               0.011739,               0.010962,              0.0015985,               0.002395,               0.002395,               0.002395
                    171,               0.018589,               0.012481,               0.026483,             0.00080934,                0.90541,                0.99057,                0.95492,                0.87026,                0.90541,                0.99057,                0.95492,                0.80061,               0.015597,               0.011802,               0.011017,              0.0016597,                0.00235,                0.00235,                0.00235
                    172,               0.018729,               0.011629,               0.021106,              0.0008123,                0.90731,                0.99057,                0.94356,                0.83768,                0.90731,                0.99057,                0.94356,                0.76588,               0.015342,               0.011789,               0.011069,              0.0016799,               0.002305,               0.002305,               0.002305
                    173,               0.018689,               0.011941,               0.022385,             0.00074758,                0.90743,                0.99057,                0.95499,                 0.8244,                0.90743,                0.99057,                0.95499,                0.77559,                0.01631,                0.01194,               0.011493,                0.00166,                0.00226,                0.00226,                0.00226
                    174,               0.017698,               0.011261,               0.024263,             0.00088154,                0.90207,                0.99057,                0.94361,                0.84126,                0.90207,                0.99057,                0.94361,                0.74566,               0.015473,               0.011815,               0.011231,              0.0016219,               0.002215,               0.002215,               0.002215
                    175,               0.018938,               0.011265,                0.02374,             0.00084638,                0.90205,                0.99057,                0.94356,                 0.8339,                0.90205,                0.99057,                0.94356,                 0.7544,               0.015633,               0.011791,               0.011449,              0.0016015,                0.00217,                0.00217,                0.00217
                    176,               0.017116,                0.01236,               0.022672,             0.00075981,                0.90663,                0.99057,                0.95498,                0.84444,                0.90663,                0.99057,                0.95498,                0.75499,                0.01848,               0.011868,               0.011772,              0.0015706,               0.002125,               0.002125,               0.002125
                    177,               0.018856,                0.01226,               0.024305,              0.0008415,                0.91086,                0.99057,                0.95495,                0.86985,                0.91086,                0.99057,                0.95495,                0.77339,               0.014691,               0.011913,                0.01071,              0.0015586,                0.00208,                0.00208,                0.00208
                    178,               0.016167,               0.012234,               0.024465,             0.00078006,                0.91773,                0.99057,                 0.9792,                0.85326,                0.91773,                0.99057,                 0.9792,                0.77501,               0.017467,               0.011953,               0.011385,              0.0015241,               0.002035,               0.002035,               0.002035
                    179,               0.018493,               0.011427,               0.025156,             0.00086382,                0.91822,                0.99057,                 0.9792,                0.87573,                0.91822,                0.99057,                 0.9792,                0.78941,               0.015016,               0.012058,               0.010878,              0.0015397,                0.00199,                0.00199,                0.00199
                    180,               0.017815,               0.012595,               0.024706,             0.00088961,                0.91824,                0.99057,                0.97917,                0.83269,                0.91824,                0.99057,                0.97917,                 0.7658,               0.014473,               0.012176,               0.010645,              0.0015348,               0.001945,               0.001945,               0.001945
                    181,               0.017501,               0.011322,               0.023734,             0.00084972,                0.91603,                0.99057,                0.97918,                 0.9038,                0.91603,                0.99057,                0.97918,                0.80305,               0.014655,               0.012001,               0.010475,              0.0015194,                 0.0019,                 0.0019,                 0.0019
                    182,               0.018116,               0.012561,               0.025434,              0.0008586,                0.91693,                0.99057,                0.97922,                0.92305,                0.91693,                0.99057,                0.97922,                0.83386,               0.014685,               0.011993,               0.010447,              0.0015254,               0.001855,               0.001855,               0.001855
                    183,               0.015253,               0.012059,               0.022632,             0.00070251,                0.91572,                0.99057,                0.97922,                0.92039,                0.91572,                0.99057,                0.97922,                0.82854,               0.017023,               0.011993,               0.011173,              0.0015104,                0.00181,                0.00181,                0.00181
                    184,               0.018102,               0.013468,               0.025369,              0.0008773,                0.91614,                0.99057,                0.97922,                 0.9057,                0.91614,                0.99057,                0.97922,                0.83077,               0.013381,               0.011911,               0.010145,               0.001506,               0.001765,               0.001765,               0.001765
                    185,               0.015199,               0.010606,               0.022598,             0.00081733,                 0.9211,                 0.9889,                0.97921,                0.91287,                 0.9211,                 0.9889,                0.97921,                0.83124,               0.014222,               0.012033,               0.010514,              0.0015052,                0.00172,                0.00172,                0.00172
                    186,               0.017797,               0.012995,               0.023521,             0.00083483,                0.92035,                0.98407,                 0.9792,                0.91522,                0.92035,                0.98407,                 0.9792,                0.82835,               0.014269,               0.012091,               0.010507,              0.0014863,               0.001675,               0.001675,               0.001675
                    187,               0.016041,               0.010835,               0.022017,             0.00075624,                 0.9177,                0.99057,                0.97919,                0.87978,                 0.9177,                0.99057,                0.97919,                0.83113,                  0.015,                0.01201,               0.010742,              0.0014944,                0.00163,                0.00163,                0.00163
                    188,               0.019192,               0.015874,               0.027266,             0.00097632,                0.91228,                0.99057,                0.97919,                0.90077,                0.91228,                0.99057,                0.97919,                0.83581,                0.01358,               0.011874,               0.010309,              0.0014795,               0.001585,               0.001585,               0.001585
                    189,                0.01592,               0.012024,               0.023851,             0.00078635,                0.90456,                0.99057,                0.97918,                0.89813,                0.90456,                0.99057,                0.97918,                0.81925,               0.015102,               0.011877,               0.011076,              0.0015048,                0.00154,                0.00154,                0.00154
                    190,               0.016848,               0.012388,               0.024077,             0.00082968,                0.90221,                0.99057,                0.97925,                0.89853,                0.90221,                0.99057,                0.97925,                0.83137,               0.014305,               0.012061,               0.010638,              0.0015071,               0.001495,               0.001495,               0.001495
                    191,               0.017627,               0.011223,               0.022852,             0.00079039,                0.99444,                0.97145,                0.99066,                0.87052,                0.99444,                0.97145,                0.99066,                 0.8186,               0.013726,               0.012026,               0.010254,              0.0015143,                0.00145,                0.00145,                0.00145
                    192,               0.015367,               0.012795,               0.024288,             0.00074385,                0.99455,                 0.9764,                0.99065,                0.92702,                0.99455,                 0.9764,                0.99065,                0.82391,               0.013528,               0.011962,               0.010236,               0.001487,               0.001405,               0.001405,               0.001405
                    193,               0.016596,               0.012189,               0.021922,             0.00081658,                 0.9949,                0.98028,                0.99063,                0.92696,                 0.9949,                0.98028,                0.99063,                 0.8279,               0.012845,               0.012006,               0.010107,              0.0014696,                0.00136,                0.00136,                0.00136
                    194,               0.016228,                0.01264,               0.025437,             0.00081751,                0.99524,                0.97941,                0.99061,                0.91599,                0.99524,                0.97941,                0.99061,                 0.8291,               0.013256,               0.011914,               0.010107,              0.0014174,               0.001315,               0.001315,               0.001315
                    195,               0.015844,               0.011576,               0.022745,             0.00077887,                0.99521,                0.97887,                0.99061,                0.92081,                0.99521,                0.97887,                0.99061,                0.82964,               0.012438,               0.011908,              0.0098202,              0.0014126,                0.00127,                0.00127,                0.00127
                    196,               0.016511,               0.011841,               0.020988,              0.0007573,                0.99564,                0.98279,                0.99064,                0.91935,                0.99564,                0.98279,                0.99064,                0.84373,               0.014176,               0.011776,               0.010349,              0.0014122,               0.001225,               0.001225,               0.001225
                    197,               0.016035,                0.01233,               0.021853,             0.00092066,                0.99547,                0.98125,                 0.9906,                0.91392,                0.99547,                0.98125,                 0.9906,                0.82845,               0.012458,               0.011821,              0.0097306,              0.0014646,                0.00118,                0.00118,                0.00118
                    198,                0.01573,               0.011999,               0.023493,             0.00080099,                0.99549,                0.97759,                0.99062,                0.91489,                0.99549,                0.97759,                0.99062,                0.81078,               0.012501,               0.011807,              0.0097098,              0.0014549,               0.001135,               0.001135,               0.001135
                    199,               0.016635,               0.012786,               0.022081,             0.00078976,                0.91139,                0.99057,                0.97922,                0.91593,                0.91139,                0.99057,                0.97922,                0.82752,               0.012261,               0.011939,               0.009671,              0.0014378,                0.00109,                0.00109,                0.00109
                    201,                0.99563,                0.98291,                0.99064,                0.91388,                0.99563,                0.98291,                0.99064,                0.84373,               0.014177,               0.011777,                0.01035,              0.0014122
