stored_images\230404_112539_images\image_00000.png,"[0.1775847135621586, 0.004574855489918651, 1.1516648543535229e-06, 7.793153472217741e-08, -2.258694180693799e-14, -5.240096065721558e-09, 5.9090633519139864e-15, 10560.732733545126, 1.479738693601667, 24.22054698457223, 240.8297685834502, 140.88008415147266, 125.00849914550781]"
stored_images\230404_112539_images\image_00001.png,"[0.17502188264957516, 0.003622486370062002, 5.632265710401628e-07, 2.5954116254855564e-08, -2.897703605446555e-16, 1.2424832028114868e-09, -3.124577778701513e-15, 9964.262982594897, 1.4254072138001228, 23.412390029325515, 232.77767595307918, 186.4591275659824, 119.17689514160156]"
stored_images\230404_112539_images\image_00002.png,"[0.16637825865743988, 0.0007783145193740678, 1.1790272818347377e-06, 4.0409346036623335e-08, -5.9540700799864e-15, 1.0067718512780557e-09, 6.507473289646633e-15, 11329.475644219201, 1.183147053377384, 24.964470284237727, 245.13016795865633, 127.02923126614986, 115.77752685546875]"
stored_images\230404_112539_images\image_00003.png,"[0.16723862306568638, 0.001024449248512996, 1.9387367174146703e-06, 6.584124619223587e-08, 2.191221579933125e-14, -5.683199821861473e-10, -8.556951785907388e-15, 11005.906641902402, 1.2206690915752505, 24.656644518272426, 244.3094684385382, 137.42126245847177, 115.9075927734375]"
stored_images\230404_112539_images\image_00004.png,"[0.16809465991838984, 0.0013111242107702484, 2.2669837619392425e-07, 2.1395688570867144e-08, 8.3471445367186145e-16, 3.3346870831907793e-10, 1.2343546087917727e-15, 10795.505650910665, 1.2396617161439605, 24.419117647058822, 243.48016415868673, 150.09627222982215, 115.68394470214844]"
stored_images\230404_112539_images\image_00005.png,"[0.16912747715975507, 0.0016340861018746054, 4.580170633624196e-07, 1.93618373528649e-08, 1.8129538203831183e-15, -1.0770844581447433e-10, -1.9406274442229215e-16, 10452.01370249939, 1.2665576539248575, 24.48872445384073, 241.99982381959126, 160.62350246652574, 115.05684661865234]"
stored_images\230404_112539_images\image_00006.png,"[0.17016663042265057, 0.0020731146908260618, 3.7160797404942605e-07, 2.7202606415305808e-08, -1.608286966128609e-15, -1.0250198982540182e-09, 2.2121643368197116e-15, 10381.222865909745, 1.3048180756077883, 24.02413671599718, 237.23273431994363, 174.31289640591967, 116.3855972290039]"
stored_images\230404_112539_images\image_00007.png,"[0.1719777155841607, 0.0026121053914789985, 2.653433632827647e-08, 9.59714039351606e-10, -3.558096897471431e-18, -4.891048061386347e-11, 3.285552711373516e-18, 9984.65446681343, 1.354238741104945, 23.80663915978995, 241.03750937734435, 171.43904726181546, 116.28244018554688]"
stored_images\230404_112539_images\image_00008.png,"[0.1728445180736028, 0.002878371811576839, 3.0924845402854326e-07, 5.818141910991493e-09, -1.4811034100810886e-16, -1.3121922148661332e-10, -1.9740663979439356e-16, 9745.908552345587, 1.3713687835161192, 23.762753188297076, 242.4150412603151, 171.44861215303825, 115.60810852050781]"
stored_images\230404_112539_images\image_00009.png,"[0.17260159903503114, 0.002834430017675711, 7.157676775676591e-07, 2.64229516957212e-08, -3.2355072212602555e-15, -1.0357798674737029e-09, 1.6540296463677797e-15, 9830.538932290685, 1.365788544353161, 23.738184546136534, 241.0787696924231, 171.31376594148537, 115.87250518798828]"
stored_images\230404_112539_images\image_00010.png,"[0.17182485089913568, 0.002530091021579931, 9.79874892436362e-07, 3.0765704660477895e-08, -5.1583683293420984e-15, -1.4581702361828357e-09, -1.387731759890626e-15, 10027.522370588616, 1.3466228126286686, 23.585392441860463, 237.61355377906978, 173.7487281976744, 116.20365905761719]"
stored_images\230404_112539_images\image_00011.png,"[0.17043602447655287, 0.002083516436466437, 1.1832718877273535e-06, 2.521394388461562e-08, -2.2092161033804393e-15, -1.1459835628652324e-09, -3.753228535522781e-15, 10242.83030019363, 1.310515828753853, 23.977272727272727, 238.34284707540522, 169.2052501761804, 115.85935974121094]"
stored_images\230404_112539_images\image_00012.png,"[0.17082814727371143, 0.0015734023576719235, 4.696024827699118e-06, 5.717910387254779e-07, 1.4311756117457e-13, -5.392141682406565e-09, 9.259654669894333e-13, 10925.53791244392, 1.2267658885158463, 25.10498338870432, 236.66661129568107, 159.42873754152825, 115.77165985107422]"
stored_images\230404_112539_images\image_00013.png,"[0.16832287459618978, 0.0014485800224484945, 4.1611089570815687e-07, 6.916822449954199e-09, 2.462301606068429e-16, -1.929802524008857e-10, -2.776132786364182e-16, 10857.158732559183, 1.2615352529237662, 24.735807113543093, 239.81532147742817, 157.5547195622435, 117.03285217285156]"
stored_images\230404_112539_images\image_00014.png,"[0.16747688942038103, 0.0011712231060302274, 1.7063235178629095e-06, 4.522078617867462e-08, 3.2860236196016555e-15, -1.1303946508630078e-09, -1.212397119297912e-14, 11085.525453745387, 1.236438708463082, 24.835382059800665, 241.67292358803988, 145.9313953488372, 117.0750732421875]"
stored_images\230404_112539_images\image_00015.png,"[0.16642840192512678, 0.0009125167791055306, 2.056722781612569e-06, 4.2269992277337994e-08, -9.971973767320366e-15, -1.273000564900656e-09, -7.476348812902971e-15, 11339.900787588966, 1.201281857687742, 25.00532945736434, 241.3294573643411, 136.6264534883721, 116.7151107788086]"
stored_images\230404_112539_images\image_00016.png,"[0.9115222794671046, 0.8013892309785716, 0.0004506375148556771, 0.0003639961359062482, 1.4731213092583603e-07, 0.0002999716234334935, 5.6599606555253255e-09, 1642.0929687337048, 8.097222429637918, 77.9, 89.15116279069767, 36.79883720930233, 115.30998229980469]"
stored_images\230404_112539_images\image_00017.png,"[0.9299010154390978, 0.615591211215553, 0.5889977045658412, 0.3641384378085031, 0.16814318423159758, 0.28097918839574454, 0.01291489947548305, 12338.093574652448, 2.545523066510733, 71.46424242424243, 89.24742424242424, 55.286818181818184, 177.2199249267578]"
stored_images\230404_112539_images\image_00018.png,"[0.7441869382189114, 0.40495451339059785, 0.06773591502852604, 0.05468700812406912, 0.003328395400306638, 0.03480064407195988, 6.5232098384938354e-06, 13300.104242494097, 2.8644565302338933, 65.6441095890411, 92.49917808219178, 57.245753424657536, 195.1859893798828]"
stored_images\230404_112539_images\image_00019.png,"[0.7369537972854432, 0.4028511371906274, 0.05037491577908475, 0.03905929974947013, 0.0017325736756005111, 0.024749415012027792, 5.432135800394623e-06, 12623.470178056625, 2.9667871879621086, 67.3253761574074, 82.74754050925925, 62.485098379629626, 193.5229949951172]"
stored_images\230404_112539_images\image_00020.png,"[0.38971323719673884, 0.12132832084661345, 0.0010715106765477897, 0.00040782700244168654, 2.695708763956801e-07, 0.0001419095546031301, -3.6242398656203573e-09, 12518.748663021717, 3.027024160517748, 59.95023148148148, 88.984375, 64.31409143518519, 194.6652374267578]"
stored_images\230404_112539_images\image_00021.png,"[0.45021331853031143, 0.0931292067306176, 0.0063487869236999415, 0.0039193727611919905, 1.7736524667800255e-05, 0.00117217918762733, -8.225539689156503e-06, 7060.313720703707, 2.1769526422163956, 81.62111801242236, 78.15864389233954, 60.19409937888199, 123.97567749023438]"
stored_images\230404_112539_images\image_00022.png,"[0.394258221631723, 0.12711924042020037, 0.0004732333125604473, 0.00022374047561805478, 7.264285646628966e-08, 7.871643152180502e-05, 4.839367928855184e-09, 10943.366229515523, 3.479616722427819, 63.76744944553164, 77.926614481409, 69.50424005218525, 195.1376953125]"
stored_images\230404_112539_images\image_00023.png,"[0.5885687936008476, 0.2173197417802556, 0.01742138892959741, 0.006605556409458661, 7.074485198715198e-05, 0.002564150581263606, -4.0504412188401e-06, 10075.941995510133, 2.533980661226399, 75.94012527634487, 98.12638172439205, 59.75202652910833, 159.78811645507812]"
stored_images\230404_112539_images\image_00024.png,"[0.4172226577110597, 0.08703573358379893, 0.0005046685772269945, 0.00048666549718358646, 6.319123239846972e-08, 9.5814347644455e-05, 2.3275892508806548e-07, 7966.995423182496, 1.9962230204098195, 79.08903792784459, 79.98913043478261, 60.42483811285847, 126.11066436767578]"
stored_images\230404_112539_images\image_00025.png,"[0.7434793242709153, 0.42641197416682836, 0.03140903613394123, 0.025904266793442342, 0.0007388845860763181, 0.016906512209045453, -4.386872340838123e-06, 11607.498779017013, 3.2162876442257136, 57.355587121212125, 83.80713383838383, 67.76420454545455, 193.21763610839844]"
stored_images\230404_112539_images\image_00026.png,"[0.6600498754846853, 0.38770103377260684, 0.01464412597868523, 0.0016485753836295526, -8.05095710058668e-06, -0.0009951545123950461, 8.916774809961522e-07, 2505.7422844762914, 4.108108224995892, 59.556306306306304, 107.45570570570571, 48.918168168168165, 101.45866394042969]"
stored_images\230404_112539_images\image_00027.png,"[0.4185932385662489, 0.12727631101943998, 0.022082848740779887, 0.014783135843978595, 0.00026708841185989, 0.005257037565323736, -2.7100246528998043e-06, 1636.5140325124667, 2.911413991949118, 67.0575, 81.79375, 42.49875, 69.02586364746094]"
stored_images\230404_112539_images\image_00028.png,"[0.7534806499834525, 0.4562415446598638, 0.04751453806543721, 0.02782737716542196, 0.0010061565445941424, 0.018564183943789378, 0.00010731034565282667, 8195.740417446359, 3.097942756743788, 77.04817127564674, 90.67662801070473, 71.10258697591436, 159.34219360351562]"
stored_images\230404_112539_images\image_00029.png,"[0.4778912564207892, 0.1774035407352803, 0.0019518011531605142, 0.0024063990938706465, 5.215061042111307e-06, 0.0009708009900080987, -3.516331004560658e-08, 4618.208056362957, 3.1937245653966304, 81.42380952380952, 78.41309523809524, 76.70436507936508, 121.4466323852539]"
stored_images\230404_112539_images\image_00030.png,"[0.7023743874493028, 0.42929059585184437, 0.03545269667072313, 0.01939407356431873, 0.0005085435790134568, 0.012705147957593988, -1.550868979193626e-07, 2778.5650770295324, 3.403845900935209, 80.90208333333334, 75.48194444444445, 51.579166666666666, 97.25125885009766]"
stored_images\230404_112539_images\image_00031.png,"[0.3907764971355975, 0.12501288148871223, 0.00032795655134780505, 0.0001690155667287605, 3.969505558102107e-08, 5.886328026638356e-05, -2.779148454859441e-09, 10223.766542491037, 3.683412251995606, 62.86440058479532, 74.92086988304094, 72.81907894736842, 194.05758666992188]"
stored_images\230404_112539_images\image_00032.png,"[0.6854488388523337, 0.41556551370569567, 0.021264324755844364, 0.0028787903341104585, -1.3477571655692535e-05, -0.0013703038070189823, 1.804646046210025e-05, 2913.644385543186, 3.941129743026968, 49.82625, 99.294375, 67.306875, 107.15899658203125]"
stored_images\230404_112539_images\image_00033.png,"[0.5042757572225827, 0.16874250375269623, 0.005680099385276089, 0.0007067912325810148, 3.3455712376172926e-07, -5.1982151742657385e-05, -1.376082339808715e-06, 10220.85179358453, 2.522178929428285, 71.04039855072463, 94.18967391304348, 68.8913043478261, 160.55783081054688]"
stored_images\230404_112539_images\image_00034.png,"[0.17787203693050127, 0.004957889203768042, 3.2761661253674974e-06, 2.115445763118566e-07, -1.7609597787006462e-13, -1.4461502605318973e-08, 2.2789030690284273e-15, 11299.435348401312, 1.4951019333549809, 29.760091145833332, 83.5791015625, 115.79524739583333, 129.97618103027344]"
stored_images\230404_112539_images\image_00035.png,"[0.2781332986612893, 0.032327423312197304, 0.005020179255049829, 0.002713850041854442, 9.986773437364473e-06, 0.0004874823574942019, 7.777997936585994e-07, 8136.602111801039, 1.8883540728393038, 75.51403985507247, 77.6881793478261, 69.8353713768116, 123.95477294921875]"
stored_images\230404_112539_images\image_00036.png,"[0.7363446669098891, 0.4212205749712949, 0.019882500580977663, 0.018687045564755377, 0.00036013358945298333, 0.012023419313426816, 7.034698169901504e-06, 10256.246742869378, 3.7048970759533484, 64.33881578947368, 73.99049707602339, 73.45449561403508, 194.93162536621094]"
stored_images\230404_112539_images\image_00037.png,"[0.4357254531507898, 0.11276110978488556, 0.00969834708317231, 0.0005026374607875873, 1.036098026900261e-06, 0.00016363428882565907, -3.975926244778172e-07, 19130.75070374238, 1.71649110047313, 62.43120933792576, 107.20665901262916, 56.337543053960964, 181.21192932128906]"
stored_images\230404_112539_images\image_00038.png,"[0.17775119024701777, 0.004800898127827103, 7.070156906889032e-07, 4.5009130547636153e-08, -7.107449353082467e-15, -3.1034382380310605e-09, -3.734995751772121e-15, 10970.267469021492, 1.4958894551280737, 26.269825268817204, 93.7216061827957, 125.44926075268818, 128.10272216796875]"
stored_images\230404_112539_images\image_00039.png,"[0.2719778398965091, 0.034161415177874584, 0.0028943111638713498, 0.000975343866989574, 1.6250715815513838e-06, 0.00017979647529560363, 2.1118982928595836e-07, 8105.346764675342, 1.8828650487292895, 71.82563405797102, 75.90579710144928, 73.85303442028986, 123.53652954101562]"
stored_images\230404_112539_images\image_00040.png,"[0.3805776072509515, 0.11689252763910367, 0.0005511994668839105, 0.00022266614970108738, 7.543739951025334e-08, 6.561292636868819e-05, -1.985825126687243e-08, 11131.658831215755, 3.373212613133684, 63.09722222222222, 80.43667328042328, 68.74636243386243, 193.7768096923828]"
stored_images\230404_112539_images\image_00041.png,"[0.3328797176943243, 0.06474048602287456, 0.007723844665464821, 0.0013290134190877905, 4.2579642068010514e-06, 0.00033814778848576004, -2.7119029807590877e-08, 18636.344965795288, 1.7650825707623432, 54.843087195600944, 110.92144540455617, 61.63079340141398, 181.36892700195312]"
stored_images\230404_112539_images\image_00042.png,"[0.17636243183036024, 0.004347020284229312, 1.2002427056201058e-06, 3.650219657574839e-08, 3.3104239300159377e-15, -1.761379489710163e-09, -6.885926462135867e-15, 10979.45128990343, 1.4615385021652771, 29.043882978723403, 85.58161569148936, 136.4434840425532, 126.67632293701172]"
stored_images\230404_112539_images\image_00043.png,"[0.30445274976152936, 0.046738193069020884, 0.009358034377097936, 0.004172391707861745, 2.5883279236485486e-05, 0.000897029928713443, 3.1290905022740066e-06, 7679.129203662975, 1.8846301409616295, 68.99396135265701, 87.67898550724638, 86.06497584541063, 120.30094909667969]"
stored_images\230404_112539_images\image_00044.png,"[0.7633583020217942, 0.4236964250876537, 0.02314298025027037, 0.014389181540371576, 0.0002625615171135822, 0.009322819961750078, 3.2224858890274896e-06, 12617.782174426131, 2.9852055972528673, 67.17939814814815, 78.97236689814815, 63.07175925925926, 194.07904052734375]"
stored_images\230404_112539_images\image_00045.png,"[0.16754693995567196, 0.0014522394054037706, 1.4219194039154834e-06, 5.843367052323908e-09, 3.334721470414234e-16, -1.958549890444849e-10, -4.1533081952772346e-16, 11573.989927184302, 1.2539087359412484, 20.89490740740741, 246.8655864197531, 110.22376543209876, 120.46878051757812]"
stored_images\230404_112539_images\image_00046.png,"[0.33060102903450794, 0.0629824400733456, 0.008027063197023546, 0.0013885360677397289, 4.635686402594203e-06, 0.0003484712064394009, -1.9892366952264993e-09, 18596.162573167123, 1.752416744919642, 51.483110761979574, 115.08994501178319, 65.24135899450118, 180.5220947265625]"
stored_images\230404_112539_images\image_00047.png,"[0.17527673897991203, 0.003975378393596989, 1.0090422006399937e-07, 1.3935490714336505e-08, 5.279150820451278e-17, 7.301177452473809e-10, 5.198888353933383e-16, 10700.896821939095, 1.4373463721704605, 27.54976222826087, 88.2749660326087, 153.6616847826087, 124.01973724365234]"
stored_images\230404_112539_images\image_00048.png,"[0.23972090122197798, 0.025133526000172147, 0.0015298732006625347, 0.00017896832199487073, 9.34562857793544e-08, 2.8045461403309206e-05, -5.967115277300353e-09, 8589.504937276943, 1.6489753388722173, 64.73674242424242, 92.31039562289563, 75.56186868686869, 119.0121078491211]"
stored_images\230404_112539_images\image_00049.png,"[0.8547764491266526, 0.5477186083990044, 0.30436806826659524, 0.23315629692322065, 0.06202920591608932, 0.17224446143544345, 0.003191387560539584, 13317.0, 2.7971014492753623, 64.70458333333333, 92.70055555555555, 57.674305555555556, 193.0]"
stored_images\230404_112539_images\image_00050.png,"[0.16819760384829968, 0.00158824645691831, 2.0343112934064042e-06, 5.10048254416376e-09, 3.55317689958696e-16, -4.612020160519413e-12, 3.79050618775817e-16, 11273.278430236329, 1.2732276812749663, 20.555681818181817, 248.20811688311687, 118.28051948051949, 119.8058853149414]"
