                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    107,               0.037592,                0.01785,               0.034529,              0.0017823,                0.55817,                 0.5739,                0.60326,                0.42349,                0.55817,                 0.5739,                0.60326,                0.40559,               0.031658,               0.014325,               0.018448,              0.0018411,                0.00682,                0.00682,                0.00682
                    108,               0.030481,               0.014865,               0.031532,               0.001675,                0.64171,                0.65723,                  0.654,                0.48069,                0.64171,                0.65723,                  0.654,                0.44889,               0.027248,               0.014216,               0.017895,               0.001855,                0.00679,                0.00679,                0.00679
                    109,               0.030574,                0.01633,               0.030775,              0.0018144,                0.76036,                0.73225,                0.68129,                0.48203,                0.76036,                0.73225,                0.68129,                0.45635,               0.025534,               0.014106,               0.017781,              0.0018947,                0.00676,                0.00676,                0.00676
                    110,               0.029361,               0.017247,               0.031747,              0.0017115,                0.78231,                0.74057,                0.74889,                0.58936,                0.78231,                0.74057,                0.74889,                0.53519,               0.022959,               0.013958,               0.017039,              0.0018459,                0.00673,                0.00673,                0.00673
                    111,                0.03161,               0.015162,                0.02959,               0.001699,                0.73836,                0.74057,                0.72169,                0.54984,                0.73836,                0.74057,                0.72169,                0.51988,               0.024971,               0.013841,               0.016587,              0.0017163,                 0.0067,                 0.0067,                 0.0067
                    112,               0.036322,               0.016038,               0.032484,              0.0016666,                0.80353,                0.78452,                0.81001,                0.50813,                0.80353,                0.78452,                0.81001,                0.49551,               0.034178,               0.013635,               0.017945,              0.0016191,                0.00667,                0.00667,                0.00667
                    113,                 0.0406,                0.01916,               0.038623,               0.001717,                0.75711,                0.65532,                0.67247,                0.44345,                0.75711,                0.65532,                0.67247,                0.45347,               0.027882,               0.013839,               0.016867,              0.0016697,                0.00664,                0.00664,                0.00664
                    114,               0.038525,               0.017152,               0.037633,              0.0015565,                0.71053,                0.74057,                0.72348,                 0.4288,                0.71053,                0.74057,                0.72348,                0.43275,               0.036165,               0.013719,               0.017439,              0.0016258,                0.00661,                0.00661,                0.00661
                    115,               0.037025,               0.016624,               0.032169,              0.0017709,                0.74449,                 0.8239,                0.76935,                0.59932,                0.74449,                 0.8239,                0.76935,                 0.5626,               0.031109,               0.013649,               0.016406,               0.001679,                0.00658,                0.00658,                0.00658
                    116,               0.037673,               0.017932,                0.04191,              0.0016654,                0.77773,                0.80636,                 0.8271,                0.57452,                0.77773,                0.80636,                 0.8271,                0.53938,               0.033834,               0.014254,                0.01751,              0.0017634,                0.00655,                0.00655,                0.00655
                    117,               0.039094,               0.016727,               0.033476,              0.0019281,                 0.7552,                0.74057,                0.82894,                0.58577,                 0.7552,                0.74057,                0.82894,                0.60421,               0.032375,                0.01424,               0.017026,              0.0017792,                0.00652,                0.00652,                0.00652
                    118,                0.03878,               0.018462,               0.034336,              0.0022342,                0.75441,                0.90723,                0.90172,                0.74691,                0.75441,                0.90723,                0.90172,                0.68685,               0.028836,                0.01392,               0.016832,              0.0018073,                0.00649,                0.00649,                0.00649
                    119,                0.03471,               0.014826,                0.03536,              0.0016768,                0.81345,                0.74057,                0.85446,                0.60447,                0.81345,                0.74057,                0.85446,                0.62911,               0.030988,               0.013477,               0.016342,              0.0017918,                0.00646,                0.00646,                0.00646
                    120,               0.036708,               0.017485,               0.034647,              0.0016106,                0.78778,                 0.8239,                0.83942,                0.67114,                0.78778,                 0.8239,                0.83942,                0.60325,               0.030233,               0.013555,               0.016679,              0.0018114,                0.00643,                0.00643,                0.00643
                    121,               0.037174,               0.017923,               0.033886,              0.0020202,                0.72277,                0.75851,                0.74949,                0.49528,                0.72277,                0.75851,                0.74949,                0.51266,               0.026384,               0.013728,               0.015973,              0.0019764,                 0.0064,                 0.0064,                 0.0064
                    122,               0.040795,               0.017475,               0.034307,              0.0017619,                0.72277,                0.75851,                0.74949,                0.49528,                0.72277,                0.75851,                0.74949,                0.51266,               0.026384,               0.013728,               0.015973,              0.0019764,                0.00637,                0.00637,                0.00637
                    123,               0.045217,               0.017609,               0.034419,               0.001916,                0.69251,                0.74057,                0.73629,                0.45368,                0.69251,                0.74057,                0.73629,                 0.4842,               0.029706,               0.013834,               0.016444,              0.0020267,                0.00634,                0.00634,                0.00634
                    124,               0.036253,               0.016222,               0.030998,              0.0017045,                0.59866,                0.71547,                0.63933,                0.44157,                0.59866,                0.71547,                0.63933,                0.43369,               0.025735,               0.013931,               0.015567,              0.0019453,                0.00631,                0.00631,                0.00631
                    125,                0.03357,                0.01723,               0.032568,              0.0016158,                0.65604,                0.74057,                0.63619,                0.46378,                0.65604,                0.74057,                0.63619,                0.41412,               0.025464,               0.013739,               0.015493,              0.0018141,                0.00628,                0.00628,                0.00628
                    126,               0.032848,               0.019695,               0.031726,              0.0017737,                0.62184,                0.74057,                0.70248,                0.53376,                0.62184,                0.74057,                0.70248,                0.47659,               0.023517,               0.014076,               0.015432,              0.0019285,                0.00625,                0.00625,                0.00625
                    127,               0.029619,               0.014873,               0.031629,              0.0016505,                0.55176,                0.74057,                0.59026,                0.40623,                0.55176,                0.74057,                0.59026,                0.41788,               0.027629,               0.014546,               0.016443,              0.0019736,                0.00622,                0.00622,                0.00622
                    128,                 0.0339,               0.016329,               0.030431,              0.0016932,                0.58628,                0.74057,                  0.683,                0.54128,                0.58628,                0.74057,                  0.683,                0.49195,               0.031265,               0.014051,               0.016212,              0.0018067,                0.00619,                0.00619,                0.00619
                    129,               0.034752,               0.017961,               0.032929,              0.0021264,                  0.611,                0.63138,                0.64479,                0.47026,                  0.611,                0.63138,                0.64479,                0.44069,               0.026656,               0.014169,               0.015477,              0.0017894,                0.00616,                0.00616,                0.00616
                    130,               0.034275,               0.015446,               0.033876,               0.001799,                0.56113,                 0.5739,                0.62592,                0.45526,                0.56113,                 0.5739,                0.62592,                 0.4039,               0.030101,               0.013951,               0.016367,              0.0017954,                0.00613,                0.00613,                0.00613
                    131,               0.036607,               0.018808,                0.03343,              0.0019125,                0.58616,                 0.5739,                0.62748,                0.41785,                0.58616,                 0.5739,                0.62748,                0.42536,               0.028029,               0.014013,               0.015889,              0.0018087,                 0.0061,                 0.0061,                 0.0061
                    132,                0.03251,               0.017599,                0.03478,              0.0016683,                 0.5209,                0.65723,                0.68662,                0.49641,                0.51384,                0.65723,                0.68095,                0.43946,                0.02979,                0.01369,               0.015891,              0.0017913,                0.00607,                0.00607,                0.00607
                    133,               0.036061,               0.016091,               0.033432,              0.0016476,                0.91496,                0.65723,                 0.7433,                0.46876,                0.53155,                0.65723,                0.67795,                0.44091,                0.02985,               0.013694,               0.015766,              0.0018913,                0.00604,                0.00604,                0.00604
                    134,               0.034798,               0.016389,                0.03509,              0.0016552,                0.56981,                0.65723,                0.69246,                0.46117,                0.56981,                0.65723,                0.69246,                0.39427,               0.027021,               0.013628,               0.015287,              0.0019714,                0.00601,                0.00601,                0.00601
                    135,               0.036168,                0.01683,               0.035603,              0.0018773,                0.63114,                0.65723,                0.67315,                0.43954,                0.63114,                0.65723,                0.67315,                0.44944,                0.02817,               0.014317,               0.015914,              0.0020353,                0.00598,                0.00598,                0.00598
                    136,               0.032304,               0.014868,                0.03511,              0.0016015,                0.94577,                0.64084,                0.73346,                0.53019,                0.94577,                0.64084,                0.73346,                0.49337,               0.031516,               0.013824,               0.016061,              0.0019636,                0.00595,                0.00595,                0.00595
                    137,               0.036434,               0.015292,               0.033755,              0.0015313,                0.60794,                 0.5739,                 0.6659,                0.46412,                0.60794,                 0.5739,                 0.6659,                0.45267,               0.028275,               0.014091,                0.01606,              0.0019007,                0.00592,                0.00592,                0.00592
                    138,               0.032634,               0.017989,               0.039728,              0.0016452,                0.60794,                 0.5739,                 0.6659,                0.46412,                0.60794,                 0.5739,                 0.6659,                0.45267,               0.028275,               0.014091,                0.01606,              0.0019007,                0.00589,                0.00589,                0.00589
                    139,               0.035983,               0.015401,               0.033555,              0.0015573,                 0.5377,                 0.5739,                0.65655,                 0.4199,                 0.5377,                 0.5739,                0.65655,                0.43864,               0.036087,               0.014216,               0.017307,              0.0018446,                0.00586,                0.00586,                0.00586
                    140,               0.030691,               0.014671,               0.034863,              0.0015767,                0.54826,                0.61603,                0.65867,                0.44679,                0.54826,                0.61603,                0.65867,                0.44172,               0.031493,               0.014159,               0.016592,              0.0018373,                0.00583,                0.00583,                0.00583
                    141,               0.028508,               0.017521,               0.033674,              0.0016796,                0.55325,                 0.5739,                0.63731,                0.49268,                0.55325,                 0.5739,                0.63731,                0.43522,               0.022288,               0.014443,               0.015314,              0.0017822,                 0.0058,                 0.0058,                 0.0058
                    142,               0.027441,               0.016662,               0.027661,              0.0017708,                0.62114,                 0.5739,                0.64871,                 0.4996,                0.62114,                 0.5739,                0.64871,                0.45763,               0.022448,                0.01452,               0.015344,              0.0016899,                0.00577,                0.00577,                0.00577
                    143,               0.025797,               0.015902,               0.031099,              0.0015263,                0.78413,                0.65723,                 0.7737,                0.63635,                0.78413,                0.65723,                 0.7737,                0.59877,               0.022843,               0.014522,               0.015262,              0.0016791,                0.00574,                0.00574,                0.00574
                    144,                0.02837,               0.015924,               0.030188,              0.0014643,                0.77913,                0.65723,                0.74337,                0.53886,                 0.7702,                 0.6478,                0.73438,                0.52115,               0.024188,                 0.0142,               0.015131,              0.0016128,                0.00571,                0.00571,                0.00571
                    145,               0.032832,               0.016577,               0.032558,              0.0017141,                0.78571,                0.74057,                0.83829,                0.63053,                0.78571,                0.74057,                0.83829,                0.60995,               0.026226,               0.013666,               0.015336,              0.0015809,                0.00568,                0.00568,                0.00568
                    146,               0.031837,               0.015408,               0.030993,              0.0014407,                0.74727,                0.74057,                0.87331,                0.63488,                0.74727,                0.74057,                0.87042,                0.62247,               0.028991,               0.013499,               0.015607,              0.0015876,                0.00565,                0.00565,                0.00565
                    147,               0.030311,               0.016555,               0.031639,              0.0015946,                0.91109,                 0.8239,                 0.8924,                0.71419,                0.91109,                 0.8239,                 0.8924,                0.67724,               0.024163,               0.013185,               0.014415,              0.0016667,                0.00562,                0.00562,                0.00562
                    148,               0.030108,               0.012827,               0.028538,              0.0013048,                0.98156,                 0.8823,                0.92132,                0.49965,                0.98156,                 0.8823,                0.92132,                0.48489,               0.025593,               0.013207,               0.014963,               0.001689,                0.00559,                0.00559,                0.00559
                    149,                0.03292,                0.01501,               0.028394,              0.0014771,                0.98349,                  0.892,                0.92238,                0.64395,                0.98349,                  0.892,                0.92238,                0.62455,               0.024692,               0.013272,               0.014575,              0.0016809,                0.00556,                0.00556,                0.00556
                    150,               0.030548,                0.01514,               0.028682,              0.0014434,                0.97188,                0.90723,                0.92543,                0.54113,                0.97188,                0.90723,                0.92543,                0.56278,               0.027565,                0.01348,                0.01556,              0.0016809,                0.00553,                0.00553,                0.00553
                    151,                0.03242,               0.017136,               0.029146,              0.0013828,                0.97259,                0.90723,                0.94734,                0.76076,                0.97259,                0.90723,                0.94734,                0.69584,               0.026307,               0.013158,               0.015225,               0.001685,                 0.0055,                 0.0055,                 0.0055
                    152,               0.032169,               0.018149,               0.029218,              0.0016212,                0.91633,                 0.8239,                0.92137,                0.63385,                0.91633,                 0.8239,                0.92137,                0.62196,               0.027719,               0.012802,               0.015574,              0.0015937,                0.00547,                0.00547,                0.00547
                    153,               0.032386,               0.016418,                0.03587,              0.0014605,                0.98434,                0.82075,                0.91436,                0.75829,                0.98434,                0.82075,                0.91436,                0.69049,               0.024736,               0.012523,               0.014823,              0.0014532,                0.00544,                0.00544,                0.00544
                    154,               0.030215,               0.015327,               0.030401,              0.0014619,                0.98434,                0.82075,                0.91436,                0.75829,                0.98434,                0.82075,                0.91436,                0.69049,               0.024736,               0.012523,               0.014823,              0.0014532,                0.00541,                0.00541,                0.00541
                    155,               0.036142,               0.015692,               0.032406,               0.001522,                0.91379,                 0.8239,                0.91556,                0.73062,                0.91379,                 0.8239,                0.91556,                0.67146,               0.032128,                0.01251,               0.016325,              0.0014573,                0.00538,                0.00538,                0.00538
                    156,               0.030567,               0.014708,               0.024639,              0.0016543,                0.87651,                0.90723,                0.91172,                0.70313,                0.87651,                0.90723,                0.91172,                0.63453,               0.026835,               0.012522,               0.015862,              0.0015743,                0.00535,                0.00535,                0.00535
                    157,                0.02554,               0.015401,                0.03332,                0.00143,                0.87632,                0.81102,                0.92572,                0.67516,                0.87632,                0.81102,                0.92572,                0.61139,               0.020856,               0.012545,               0.014707,              0.0017297,                0.00532,                0.00532,                0.00532
                    158,               0.025405,               0.015869,               0.027885,              0.0014746,                0.86324,                 0.8239,                0.91538,                0.65607,                0.86324,                 0.8239,                0.91538,                0.62367,               0.021357,               0.012517,               0.015163,              0.0015972,                0.00529,                0.00529,                0.00529
                    159,               0.024257,               0.014499,               0.027507,               0.001232,                0.76045,                 0.8239,                0.82181,                0.64073,                0.76045,                 0.8239,                0.82181,                0.58399,               0.020994,               0.012561,               0.015016,               0.001602,                0.00526,                0.00526,                0.00526
                    160,               0.029271,               0.016052,               0.030542,              0.0014642,                0.64115,                0.74057,                0.71164,                0.48661,                0.64115,                0.74057,                0.71164,                0.46948,                0.02499,               0.012752,               0.015637,              0.0016403,                0.00523,                0.00523,                0.00523
                    161,               0.031608,               0.015622,               0.029256,              0.0013534,                 0.6738,                0.65723,                0.70371,                0.48408,                 0.6738,                0.65723,                0.70371,                0.44244,               0.029694,               0.012992,               0.016471,              0.0016677,                 0.0052,                 0.0052,                 0.0052
                    162,               0.031247,               0.015611,               0.035555,              0.0013328,                0.55701,                 0.5739,                0.65955,                0.49092,                0.55701,                 0.5739,                0.65955,                0.45324,               0.022088,               0.012822,               0.014761,              0.0017019,                0.00517,                0.00517,                0.00517
                    163,               0.031313,               0.015004,               0.031119,              0.0013728,                0.73127,                0.65723,                0.67339,                 0.4925,                0.73127,                0.65723,                0.67339,                0.46831,               0.028317,               0.012773,                0.01641,              0.0015065,                0.00514,                0.00514,                0.00514
                    164,               0.032798,               0.016238,               0.034098,              0.0013372,                0.67959,                0.65723,                0.63772,                0.47258,                0.67959,                0.65723,                0.63772,                0.44642,               0.022828,               0.012675,               0.015059,              0.0015899,                0.00511,                0.00511,                0.00511
                    165,               0.029619,               0.014524,               0.027467,                0.00131,                0.77816,                0.65723,                 0.6521,                0.50115,                0.77816,                0.65723,                 0.6521,                0.44761,               0.023522,               0.012729,               0.015233,              0.0015685,                0.00508,                0.00508,                0.00508
                    166,               0.031368,               0.014968,               0.027371,               0.001437,                0.65288,                0.65723,                0.69786,                0.44918,                0.65288,                0.65723,                0.69786,                0.44601,               0.024801,               0.012703,               0.014957,              0.0015597,                0.00505,                0.00505,                0.00505
                    167,                0.02901,               0.014323,               0.026447,              0.0014962,                0.65368,                0.65723,                0.74817,                0.53998,                0.65368,                0.65723,                0.74817,                0.48651,               0.026093,               0.012504,               0.014956,              0.0015135,                0.00502,                0.00502,                0.00502
                    168,               0.031514,               0.014477,               0.030847,              0.0014752,                0.77439,                0.96186,                0.87599,                0.58667,                0.77439,                0.96186,                0.87599,                 0.5552,               0.023489,               0.012618,               0.014182,              0.0015719,                0.00499,                0.00499,                0.00499
                    169,               0.030825,               0.013908,               0.033159,              0.0013192,                0.82924,                0.99057,                0.93205,                0.68759,                0.82924,                0.99057,                0.93205,                0.63785,               0.023705,               0.012853,               0.014314,              0.0015556,                0.00496,                0.00496,                0.00496
                    170,               0.028743,               0.014234,                0.02867,              0.0013722,                0.82924,                0.99057,                0.93205,                0.68759,                0.82924,                0.99057,                0.93205,                0.63785,               0.023705,               0.012853,               0.014314,              0.0015556,                0.00493,                0.00493,                0.00493
                    171,               0.034547,               0.016511,               0.030371,              0.0014267,                0.88232,                 0.9551,                0.97886,                0.71243,                0.88232,                 0.9551,                0.97886,                0.67118,               0.030294,               0.013176,               0.015329,              0.0015783,                 0.0049,                 0.0049,                 0.0049
                    172,               0.026742,                 0.0131,               0.030288,              0.0013778,                0.89494,                0.99057,                0.97866,                0.72618,                0.89494,                0.99057,                0.97866,                0.69359,               0.024563,               0.013086,               0.014207,              0.0015776,                0.00487,                0.00487,                0.00487
                    173,               0.024091,               0.015982,               0.027875,              0.0014738,                0.98541,                 0.9887,                0.99048,                0.79025,                0.98541,                 0.9887,                0.99048,                0.74762,               0.018628,               0.012549,               0.013156,              0.0016012,                0.00484,                0.00484,                0.00484
                    174,               0.023657,               0.015097,               0.027856,              0.0014319,                0.91347,                0.90723,                0.97906,                0.74681,                0.91347,                0.90723,                0.97906,                0.69978,               0.019231,               0.012721,               0.013342,              0.0016247,                0.00481,                0.00481,                0.00481
                    175,               0.023292,               0.016639,                0.03296,              0.0014359,                 0.9799,                0.90723,                0.97908,                0.86726,                 0.9799,                0.90723,                0.97908,                0.77508,               0.018642,               0.012622,               0.013282,              0.0016096,                0.00478,                0.00478,                0.00478
                    176,               0.026189,               0.014752,               0.031957,              0.0014424,                0.97968,                0.90723,                0.97907,                0.83285,                0.97968,                0.90723,                0.97907,                0.76882,               0.020897,               0.012774,               0.014372,              0.0015886,                0.00475,                0.00475,                0.00475
                    177,               0.030055,               0.016101,               0.033279,              0.0013523,                0.72714,                0.90723,                0.89391,                0.73227,                0.72714,                0.90723,                0.89391,                 0.6875,               0.024073,               0.012799,               0.014367,              0.0015665,                0.00472,                0.00472,                0.00472
                    178,               0.027947,               0.014752,               0.029016,              0.0013612,                0.77446,                0.74057,                0.85366,                 0.6998,                0.77446,                0.74057,                0.85366,                0.61523,                0.01913,               0.013022,                0.01298,              0.0015933,                0.00469,                0.00469,                0.00469
                    179,               0.027689,               0.016019,               0.031539,              0.0015291,                0.64888,                0.75675,                0.78321,                0.62131,                0.64888,                0.75675,                0.78321,                 0.5793,               0.024393,               0.013208,               0.014304,              0.0015608,                0.00466,                0.00466,                0.00466
                    180,               0.028195,               0.013524,               0.030204,              0.0013499,                 0.7962,                0.74057,                 0.8432,                 0.6465,                 0.7962,                0.74057,                 0.8432,                0.60356,               0.024423,               0.013091,               0.013814,              0.0015103,                0.00463,                0.00463,                0.00463
                    181,                 0.0267,               0.015273,               0.027286,              0.0012338,                0.64776,                0.74057,                0.64413,                0.50126,                0.64776,                0.74057,                0.64413,                0.44803,               0.024148,               0.012987,               0.013947,              0.0015064,                 0.0046,                 0.0046,                 0.0046
                    182,               0.029057,               0.016218,               0.030183,              0.0014813,                0.63277,                0.65723,                0.72913,                0.57531,                0.63277,                0.65723,                0.72913,                0.53131,               0.021411,                0.01286,               0.013221,              0.0014437,                0.00457,                0.00457,                0.00457
                    183,               0.028375,               0.015258,               0.030567,              0.0014538,                0.65647,                0.65458,                0.64628,                0.49947,                0.65647,                0.65458,                0.64628,                0.44733,               0.021469,               0.012951,               0.014202,              0.0014479,                0.00454,                0.00454,                0.00454
                    184,               0.027655,               0.015141,               0.031413,              0.0012568,                0.70281,                0.74057,                0.70124,                0.51192,                0.70281,                0.74057,                0.70124,                0.48139,               0.025027,                 0.0127,               0.014345,              0.0014865,                0.00451,                0.00451,                0.00451
                    185,               0.028818,               0.014257,                0.03078,              0.0012419,                0.70266,                0.71522,                0.76438,                0.62084,                0.70266,                0.71522,                0.76438,                0.55513,               0.021995,               0.012787,               0.013976,              0.0014598,                0.00448,                0.00448,                0.00448
                    186,               0.026369,               0.014028,               0.026956,              0.0011677,                0.70266,                0.71522,                0.76438,                0.62084,                0.70266,                0.71522,                0.76438,                0.55513,               0.021995,               0.012787,               0.013976,              0.0014598,                0.00445,                0.00445,                0.00445
                    187,               0.027689,               0.011706,               0.026433,              0.0012134,                0.76025,                0.74189,                0.84238,                0.68974,                0.76025,                0.74189,                0.84238,                0.65729,                0.02699,               0.012838,               0.015005,              0.0014685,                0.00442,                0.00442,                0.00442
                    188,               0.024116,               0.013169,               0.025001,              0.0011516,                0.79403,                0.90723,                0.86722,                0.73916,                0.79403,                0.90723,                0.86722,                0.68173,               0.021796,               0.013044,               0.014341,              0.0014691,                0.00439,                0.00439,                0.00439
                    189,               0.023471,               0.017232,               0.027733,              0.0013484,                0.80283,                0.90723,                0.90183,                 0.7768,                0.80283,                0.90723,                0.90183,                0.71033,               0.018937,               0.013098,               0.013366,              0.0014767,                0.00436,                0.00436,                0.00436
                    190,               0.021827,               0.013923,               0.026597,              0.0012148,                0.82163,                0.86091,                0.93411,                0.82185,                0.82163,                0.86091,                0.93411,                0.75013,               0.019207,               0.013165,               0.013477,              0.0014733,                0.00433,                0.00433,                0.00433
                    191,               0.020738,                0.01484,                0.02708,              0.0011727,                0.97882,                0.87942,                0.96372,                0.81443,                0.97882,                0.87942,                0.96372,                0.73896,               0.018059,               0.012993,               0.012537,              0.0014152,                 0.0043,                 0.0043,                 0.0043
                    192,               0.024009,               0.013585,               0.026474,              0.0012212,                0.97632,                0.88996,                0.97037,                0.84176,                0.97632,                0.88996,                0.97037,                0.76233,               0.018984,               0.012895,               0.013008,              0.0014316,                0.00427,                0.00427,                0.00427
                    193,               0.024803,               0.014722,               0.031003,              0.0011252,                0.97582,                0.89369,                0.97035,                0.73699,                0.97582,                0.89369,                0.97035,                0.72242,               0.022782,               0.013095,               0.014355,              0.0014149,                0.00424,                0.00424,                0.00424
                    194,               0.026109,               0.015033,                0.02685,              0.0011958,                0.97557,                0.89548,                 0.9704,                0.80393,                0.97557,                0.89548,                 0.9704,                0.72984,                0.02072,               0.013032,               0.013494,              0.0015227,                0.00421,                0.00421,                0.00421
                    195,               0.027374,               0.015365,               0.030874,               0.001188,                0.97268,                0.89782,                0.97021,                0.73476,                0.97268,                0.89782,                0.97021,                0.71293,                0.02215,               0.013072,               0.013513,              0.0014613,                0.00418,                0.00418,                0.00418
                    196,               0.028604,               0.016366,               0.029437,              0.0013105,                  0.934,                0.90723,                0.97003,                0.75695,                  0.934,                0.90723,                0.97003,                0.70481,               0.023101,               0.012875,               0.014172,              0.0013367,                0.00415,                0.00415,                0.00415
                    197,               0.026743,               0.014299,               0.030989,              0.0011857,                 0.9361,                0.90723,                0.96359,                0.80115,                 0.9361,                0.90723,                0.96359,                0.75221,               0.020735,               0.012805,                0.01322,              0.0014155,                0.00412,                0.00412,                0.00412
                    198,               0.029456,               0.014969,               0.034247,              0.0013915,                0.93932,                0.90723,                0.96344,                0.72963,                0.93932,                0.90723,                0.96344,                0.66299,               0.021766,               0.012838,                0.01347,              0.0014624,                0.00409,                0.00409,                0.00409
                    199,               0.026016,               0.012887,               0.026075,              0.0010994,                0.93366,                0.90723,                0.95793,                0.75709,                0.93366,                0.90723,                0.95793,                0.70808,               0.021339,               0.013206,               0.013163,              0.0014912,                0.00406,                0.00406,                0.00406
                    200,               0.026479,               0.014386,               0.031889,              0.0012409,                  0.934,                0.90723,                0.96326,                0.77365,                  0.934,                0.90723,                0.96326,                0.72277,                0.02141,               0.013172,               0.013161,              0.0014865,                0.00403,                0.00403,                0.00403
                    201,               0.025911,               0.012348,               0.027781,              0.0010966,                0.89157,                 0.8239,                0.93957,                0.75883,                0.89157,                 0.8239,                0.93957,                0.70926,               0.021592,               0.012969,               0.013111,              0.0014862,                  0.004,                  0.004,                  0.004
                    202,               0.024269,               0.013429,               0.026215,              0.0010804,                0.89157,                 0.8239,                0.93957,                0.75883,                0.89157,                 0.8239,                0.93957,                0.70926,               0.021592,               0.012969,               0.013111,              0.0014862,                0.00397,                0.00397,                0.00397
                    203,               0.028517,               0.016094,               0.033412,              0.0012544,                0.80431,                0.82684,                0.91815,                0.71073,                0.80431,                0.82684,                0.91815,                0.67444,                0.02647,               0.012956,               0.014172,              0.0014862,                0.00394,                0.00394,                0.00394
                    204,               0.023612,               0.014106,               0.024721,              0.0013477,                0.87673,                0.90723,                0.94241,                0.73097,                0.87673,                0.90723,                0.94241,                0.69363,                0.02115,               0.012805,               0.012944,              0.0014537,                0.00391,                0.00391,                0.00391
                    205,               0.021438,               0.016238,               0.028251,              0.0011927,                0.88756,                 0.8239,                0.93314,                0.72555,                0.88756,                 0.8239,                0.93314,                0.65471,               0.018083,               0.012608,               0.012437,              0.0014656,                0.00388,                0.00388,                0.00388
                    206,               0.023187,               0.014028,               0.026548,              0.0014158,                 0.8207,                0.90723,                0.94467,                0.77319,                 0.8207,                0.90723,                0.94467,                0.70077,               0.017112,               0.012636,               0.012568,              0.0014415,                0.00385,                0.00385,                0.00385
                    207,               0.019554,               0.013662,               0.029552,              0.0010565,                0.81444,                0.90723,                0.92828,                0.76609,                0.81444,                0.90723,                0.92828,                0.68699,               0.017206,               0.012804,               0.013145,              0.0014259,                0.00382,                0.00382,                0.00382
                    208,               0.022665,               0.013088,               0.028536,               0.001088,                0.80235,                0.90723,                0.89734,                0.77858,                0.80235,                0.90723,                0.89734,                0.70372,                0.01932,               0.012761,               0.013641,              0.0013632,                0.00379,                0.00379,                0.00379
                    209,               0.026758,                0.01573,               0.030831,              0.0012547,                0.80345,                0.90723,                0.84626,                0.71036,                0.80345,                0.90723,                0.84626,                0.64293,               0.020485,               0.012884,               0.013993,              0.0013525,                0.00376,                0.00376,                0.00376
                    210,               0.026008,               0.015103,               0.029989,              0.0013515,                0.82893,                0.90723,                0.92203,                0.75195,                0.82893,                0.90723,                0.92203,                0.69615,               0.021131,               0.012981,               0.014368,              0.0013833,                0.00373,                0.00373,                0.00373
                    211,               0.025486,               0.014942,               0.027622,              0.0013019,                0.86762,                0.89286,                0.92204,                  0.816,                0.86762,                0.89286,                0.92204,                0.72738,                 0.0194,               0.012781,               0.013858,              0.0013066,                 0.0037,                 0.0037,                 0.0037
                    212,                0.02542,               0.015434,               0.028916,              0.0012295,                0.86947,                0.84149,                0.91464,                0.76949,                0.86947,                0.84149,                0.91464,                0.70195,               0.020342,               0.012597,               0.013691,              0.0012427,                0.00367,                0.00367,                0.00367
                    213,               0.023789,               0.013225,               0.026698,              0.0010288,                0.86124,                0.85999,                0.90764,                  0.806,                0.86124,                0.85999,                0.90764,                0.72365,               0.019864,               0.012819,               0.013429,              0.0012821,                0.00364,                0.00364,                0.00364
                    214,               0.024748,               0.014853,               0.032531,                0.00111,                 0.8649,                0.84353,                0.91037,                0.79007,                 0.8649,                0.84353,                0.91037,                0.71431,               0.018696,               0.012666,               0.012917,              0.0012964,                0.00361,                0.00361,                0.00361
                    215,               0.024197,               0.014082,                0.02618,              0.0010944,                0.96487,                 0.8952,                0.95845,                0.77464,                0.96487,                 0.8952,                0.94473,                0.73238,               0.023328,               0.012543,               0.013674,              0.0012989,                0.00358,                0.00358,                0.00358
                    216,                 0.0263,               0.013611,               0.022472,               0.001281,                0.96408,                0.90516,                0.94471,                0.79777,                0.96408,                0.90516,                0.94471,                0.72239,               0.017833,               0.012404,               0.012227,              0.0013361,                0.00355,                0.00355,                0.00355
                    217,               0.023079,               0.014689,               0.025655,              0.0011286,                0.96481,                0.88682,                0.95407,                0.81621,                0.96481,                0.88682,                0.95407,                 0.7624,               0.022771,               0.012404,               0.013273,              0.0012581,                0.00352,                0.00352,                0.00352
                    218,               0.027529,               0.016756,               0.035958,              0.0012176,                0.96481,                0.88682,                0.95407,                0.81621,                0.96481,                0.88682,                0.95407,                 0.7624,               0.022771,               0.012404,               0.013273,              0.0012581,                0.00349,                0.00349,                0.00349
                    219,               0.026962,               0.014432,               0.033513,              0.0011118,                0.97083,                 0.8824,                0.95846,                0.78291,                0.97083,                 0.8824,                0.95846,                0.75941,               0.027984,               0.012316,                0.01433,              0.0012694,                0.00346,                0.00346,                0.00346
